"lagoslakeid","site_id","site_legacyid","site_legacyname","site_lat_decdeg","site_lon_decdeg"
452373,"452373-AD","s3_lk_39.101084_-111.204618","MILLSITE RESERVOIR (SHALLOW SITE) MR02A",39.099499,-111.19685
449753,"449753-AB","s3_lk_39.1038689_-107.9011769","BONHAM RESERVOIR",39.099453,-107.902695
457347,"457347-AA","s3_lk_39.1058056_-119.908861","SPOONER LAKE WEST, NV SAMPLING POINT",39.107056,-119.90858
457347,"457347-AA","s3_lk_39.1060278_-119.9073333","SPOONER LAKE SOUTH, NV SAMPLING POINT",39.107056,-119.90858
457347,"457347-AA","s3_lk_39.1068526_-119.9087945","SPOONER LAKE SAMPLE SITE NR CENTER",39.107056,-119.90858
457347,"457347-AA","s3_lk_39.1076667_-119.907","SPOONER LAKE EAST, NV SAMPLING POINT",39.107056,-119.90858
457347,"457347-AA","s3_lk_39.1076667_-119.9120556","SPOONER LAKE NORTH, NV SAMPLING POINT",39.107056,-119.90858
457009,"457009-AA","s3_lk_39.1159096_-119.0895996","Mason Valley Wildlife Area North Pond",39.115842,-119.089047
452714,"452714-AA","s3_lk_39.140246_-111.451292","FERRON RES AB DAM 01",39.14241,-111.452546
452451,"452451-AA","s3_lk_39.169691_-111.449906","DUCK FORK RES 01",39.169508,-111.45072
456640,"456640-AB","s3_lk_39.171624_-111.71409","NINE MILE RES AB DAM 01",39.174302,-111.709215
456640,"456640-AB","s3_lk_39.175241_-111.707702","NINE MILE RES MIDLAKE 02",39.174302,-111.709215
457592,"457592-AA","s3_lk_39.1889801_-114.6945038",NA,39.188968,-114.694797
456486,"456486-AA","s3_lk_39.202744_-111.672423","PALISADE L AB DAM 01",39.204737,-111.668912
456486,"456486-AA","s3_lk_39.20302_-111.668256","PALISADE L OFF INLET 02",39.204737,-111.668912
456551,"456551-AB","s3_lk_39.206632_-111.709638","GUNNISON RES AB DAM 01",39.230811,-111.700203
361291,"361291-AB","s3_lk_39.2072128_-105.272217","CHEESMAN LAKE NEAR DECKERS, CO.",39.195035,-105.284892
456486,"456486-AA","s3_lk_39.207464_-111.667974","PALISADE L OFF RV CAMPGROUND 04",39.204737,-111.668912
449843,"449843-AC","s3_lk_39.2249797_-107.8117297","VEGA RESERVOIR NEAR COLLBRAN, CO",39.223574,-107.794752
456551,"456551-AB","s3_lk_39.231073_-111.69853","GUNNISON RES MIDLAKE 02",39.230811,-111.700203
452889,"452889-AA","s3_lk_39.251358_-109.780692","WEAVER RES 01 AB DAM",39.250188,-109.782438
457210,"457210-AA","s3_lk_39.3026085_-119.8323975","Davis Lake",39.302327,-119.832247
456898,"456898-AA","s3_lk_39.3215724_-120.277422","DONNER LK A SAMP PT 2 NR TRUCKEE CA",39.322732,-120.265026
456898,"456898-AA","s3_lk_39.3240726_-120.2540881","DONNER LK A SAMP PT 1 NR TRUCKEE CA",39.322732,-120.265026
456587,"456587-AD","s3_lk_39.345234_-112.625778","GUNNISON BEND RES AB SW DAM 01",39.3496,-112.618386
456587,"456587-AD","s3_lk_39.345236_-112.61523","GUNNISON BEND RES AB SE DAM 02",39.3496,-112.618386
456587,"456587-AD","s3_lk_39.35662_-112.60912","GUNNISON BEND RES AB SW DAM 03",39.3496,-112.618386
456619,"456619-AE","s3_lk_39.35718_-111.953543","YUBA RESERVOIR 50M W OF ISLAND NEAR PAINTED ROCKS 03",39.364541,-111.970851
456619,"456619-AE","s3_lk_39.374124_-111.990762","YUBA RESERVOIR MIDWAY UP LAKE AT NARROWS 02",39.364541,-111.970851
456493,"456493-AE","s3_lk_39.393013_-112.482165","DMAD RES AB DAM 01",39.396888,-112.476926
456493,"456493-AE","s3_lk_39.400509_-112.478003","DMAD RES N OF CUT IN MTN MIDWAY UP LAKE 02",39.396888,-112.476926
456493,"456493-AE","s3_lk_39.413844_-112.454391","DMAD RES MIDLAKE NEAR UPPER WELL 03",39.396888,-112.476926
457137,"457137-AA","s3_lk_39.5007_-119.8065","Virginia Lake",39.500729,-119.806767
361058,"361058-AF","s3_lk_39.535266_-105.0794302","CHATFIELD LK S PLATTE ARM",39.54464,-105.067232
361058,"361058-AF","s3_lk_39.5449882_-105.052207","CHATFIELD LK PLUM CR ARM",39.54464,-105.067232
361058,"361058-AF","s3_lk_39.5505437_-105.0666519","CHATFIELK LK MAIN BODY",39.54464,-105.067232
361058,"361058-AF","s3_lk_39.5514_-105.0611","CHT08CHL1",39.54464,-105.067232
361058,"361058-AF","s3_lk_39.5572103_-105.0580405","CHATFIELD LAKE NEAR LITTLETON, CO.",39.54464,-105.067232
361058,"361058-AF","s3_lk_39.5611_-105.0583","CHT08CHR1",39.54464,-105.067232
457220,"457220-AA","s3_lk_39.5638008_-119.5353012","Tracy Ponds - Small",39.564581,-119.528093
457220,"457220-AA","s3_lk_39.5643005_-119.5363007","Tracy Ponds - Large",39.564581,-119.528093
452441,"452441-AA","s3_lk_39.573852_-109.741531","TOWAVE RES AB DAM 01",39.572231,-109.741213
452372,"452372-AC","s3_lk_39.586071_-111.263506","HUNTINGTON RES",39.59061,-111.268206
452372,"452372-AC","s3_lk_39.593018_-111.271568","HUNTINGTON RES 02",39.59061,-111.268206
452368,"452368-AC","s3_lk_39.600934_-111.213174","ELECTRIC L AB DAM 01",39.617087,-111.224717
449543,"449543-AF","s3_lk_39.620542_-106.065297","DILLON RESERVOIR AT DILLON, CO.",39.601471,-106.057976
361059,"361059-AH","s3_lk_39.625_-104.8333","CCR080005",39.64032,-104.855425
449640,"449640-AD","s3_lk_39.6260913_-107.75812","RIFLE GAP RESERVOIR",39.631573,-107.756096
360319,"360319-AB","s3_lk_39.6319444_-105.3236111","EVERGREEN LAKE, NR EVERGREEN, MID-LAKE",39.631848,-105.32722
452368,"452368-AC","s3_lk_39.632187_-111.233791","ELECTRIC L MIDWAY UP LAKE 02",39.617087,-111.224717
361059,"361059-AH","s3_lk_39.6335992_-104.8477544","CHERRY CR LK SOUTH END",39.64032,-104.855425
360009,"360009-AB","s3_lk_39.6361111_-104.7805556","QUINCY RESERVOIR, IN S AURORA, NEAR DAM",39.633277,-104.775226
360084,"360084-AA","s3_lk_39.6430556_-105.1694444","SODA LAKE SOUTH, SE OF MORRISON, MID-LAKE",39.643172,-105.169965
361059,"361059-AH","s3_lk_39.6483213_-104.8499766","CHERRY CR LK NR DAM",39.64032,-104.855425
360338,"360338-AG","s3_lk_39.64874_-105.14506","BEAR CREEK RES, E OF MORRISON,CO, TURKEY CR ARM",39.650736,-105.144141
361059,"361059-AH","s3_lk_39.65_-104.8528","CCR080004",39.64032,-104.855425
360338,"360338-AG","s3_lk_39.65133_-105.14001","BEAR CREEK RESRVR, EAST OF MORRISON, MID NR DAM",39.650736,-105.144141
360338,"360338-AG","s3_lk_39.6522222_-105.1519444","BEAR CREEK RES,E OF MORRISON,BEAR CR ARM OF RES.",39.650736,-105.144141
360338,"360338-AG","s3_lk_39.65276_-105.14221","BEAR CREEK RES, E OF MORRISON, MAIN BODY OF RES.",39.650736,-105.144141
360338,"360338-AG","s3_lk_39.6552654_-105.1355422","BEAR CREEK LAKE AT LAKEWOOD, CO.",39.650736,-105.144141
361059,"361059-AH","s3_lk_39.6583_-104.8556","CCR08CCR1",39.64032,-104.855425
360813,"360813-AA","s3_lk_39.6602651_-105.7063936","LOWER CABIN CREEK RESERVOIR NR GEORGETOWN, CO",39.658769,-105.70668
360289,"360289-AA","s3_lk_39.6697095_-105.7013934","CLEAR LAKE NEAR GEORGETOWN, CO",39.668973,-105.701375
359534,"359534-AA","s3_lk_39.6755429_-105.7052824","GREEN LAKE NEAR GEORGETOWN, CO",39.675372,-105.704965
360885,"360885-AA","s3_lk_39.6833333_-105.1027778","KENDRICK RESERVOIR, IN LAKEWOOD, NR OUTLET",39.684166,-105.107757
452903,"452903-AC","s3_lk_39.715236_-111.292953","LOWER GOOSEBERRY RES AB DAM 01",39.710234,-111.292869
452897,"452897-AZ","s3_lk_39.7510729_-111.1621161","SITE M-65    SCOFIELD RESERVOIR",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.753847_-111.156843","SCOFIELD RES S END OF RES 06",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.7546839_-111.1610049","SITE L-60               SCOFIELD RESERVOIR",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.760239_-111.154055","SCOFIELD RES S BAY 03",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.770242_-111.16573","SCOFIELD RES SHORE - TOMS 09D",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.770243_-111.16489","SCOFIELD RES SHORE - TOMS 09A",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.770243_-111.16517","SCOFIELD RES SHORE - TOMS 09B",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.770243_-111.16545","SCOFIELD RES SHORE - TOMS 09C",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.7710725_-111.1471154","SITE R-40               SCOFIELD RESERVOIR",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.7724613_-111.160727","SITE L-40               SCOFIELD RESERVOIR",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.7763501_-111.1668384","CORE SITE M-90B",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.777738_-111.166286","SCOFIELD RES W BAY 02",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.7802389_-111.166005","SITE L-90               SCOFIELD RESERVOIR",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.7807945_-111.1437818","SITE M-30               SCOFIELD RESERVOIR",39.773703,-111.152307
359882,"359882-AA","s3_lk_39.7819444_-105.0291667","ROCKY MOUNTAIN LAKE,ROCKY MNTN PARK,W DENVER,CO",39.782286,-105.030319
360640,"360640-AA","s3_lk_39.7833333_-105.0486111","BERKELEY LAKE, BERKELEY PARK, W DENVER,CO",39.783041,-105.048724
452897,"452897-AZ","s3_lk_39.783853_-111.162119","SCOFIELD RES SHORE - W CONTROL 10A",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.784132_-111.16212","SCOFIELD RES SHORE - W CONTROL 10B",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.784402_-111.162121","SCOFIELD RES SHORE - W CONTROL 10C",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.784682_-111.162121","SCOFIELD RES SHORE - W CONTROL 10D",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.78524_-111.134059","SCOFIELD RES SHORE - S PERRY 08D",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.786072_-111.131842","SCOFIELD RES SHORE - N PERRY 07D",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.786351_-111.131842","SCOFIELD RES SHORE - N PERRY 07C",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.78663_-111.131843","SCOFIELD RES SHORE - N PERRY 07B",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.786631_-111.153227","SCOFIELD RES SHORE - E CONTROL 11D",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.7869055_-111.1385038","SITE M-20               SCOFIELD RESERVOIR",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.786909_-111.131831","SCOFIELD RES SHORE-N PERRY 07A",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.7871834_-111.1232254","SITE M- 5               SCOFIELD RESERVOIR",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.78829_-111.129895","SCOFIELD RES SHORE - STATE PARK 17D",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.788292_-111.127945","SCOFIELD RES AB DAM 01",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.78857_-111.129896","SCOFIELD RES SHORE - STATE PARK 17C",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.788849_-111.129896","SCOFIELD RES SHORE - STATE PARK 17B",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.789128_-111.129897","SCOFIELD RES SHORE-STATE PARK 17A",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.789519_-111.134838","SCOFIELD RES SW PERRY BOAT CAMP 04",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.790795_-111.137947","SCOFIELD RES SW CARBON COUNTY SUB 05",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.793014_-111.135172","SCOFIELD RES SHORE - CARBON COUNTY SUB 16C",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.793014_-111.135452","SCOFIELD RES SHORE - CARBON COUNTY SUB 16B",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.793014_-111.135721","SCOFIELD RES 16A",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.793015_-111.134892","SCOFIELD RES SHORE - CARBON COUNTY SUB 16D",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.7935721_-111.1360036","SCOFIELD RES. NR STATE PARK CAMP",39.773703,-111.152307
451850,"451850-AA","s3_lk_39.7969258_-107.4097782","JET LAKE",39.79731,-107.409909
452897,"452897-AZ","s3_lk_39.801624_-111.138506","SCOFIELD RES SHORE - MBOLOTAS 14A",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.801625_-111.137665","SCOFIELD RES SHORE - M BOLOTAS 14D",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.801625_-111.137946","SCOFIELD RES SHORE - M BOLOTAS 14C",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.801625_-111.138226","SCOFIELD RES SHORE - M BOLOTAS 14B",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.801626_-111.137116","SCOFIELD RES SHORE - N BOLOTAS 13D",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.802182_-111.139617","SCOFIELD RES W BOTOLAS SUB 18",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.80385_-111.13795","SCOFIELD RES SHORE N BOLOTAS 13A",39.773703,-111.152307
452897,"452897-AZ","s3_lk_39.806901_-111.140725","SCOFIELD RES SHORE - COUNTY BOAT 12D",39.773703,-111.152307
452259,"452259-AA","s3_lk_39.8119257_-107.4108895","BLAIR LAKE",39.81103,-107.412546
359576,"359576-AB","s3_lk_39.8219312_-105.2063769","ARVADA-RESERVOIR NEAR TOWER",39.823458,-105.210246
359576,"359576-AB","s3_lk_39.8230424_-105.2133216","BLUNN RESERVOIR, SITE B",39.823458,-105.210246
359576,"359576-AB","s3_lk_39.8235979_-105.2174884","BLUNN RESERVOIR-SITE D",39.823458,-105.210246
359576,"359576-AB","s3_lk_39.8252645_-105.2060991","BLUNN RESERVOIR, SITE C",39.823458,-105.210246
452080,"452080-AA","s3_lk_39.8258144_-107.4208897","CRATER LAKE",39.824792,-107.422282
360858,"360858-AA","s3_lk_39.8319313_-105.241378","RALSTON RESERVOIR DUP2",39.827048,-105.247584
455973,"455973-AD","s3_lk_39.849957_-111.868542","MONA RES MIDLAKE SOUTH 02",39.857242,-111.866336
455973,"455973-AD","s3_lk_39.875233_-111.866884","MONA RES AB DAM 01",39.857242,-111.866336
455973,"455973-AD","s3_lk_39.881895_-111.859098","MONA RES MIDLAKE NORTH 03",39.857242,-111.866336
452083,"452083-AA","s3_lk_39.8958145_-107.371723","HORSESHOE LAKE",39.895598,-107.371034
452040,"452040-AA","s3_lk_39.9049831_-107.2100536","SHINGLE LAKE",39.903973,-107.209399
449265,"449265-AA","s3_lk_39.9263726_-107.1689415","UPPER ISLAND LAKE",39.92673,-107.170448
449571,"449571-AA","s3_lk_39.9316505_-107.163108","ISLAND LAKE FLAT TOPS, WHITE R NAT FOREST, CO",39.930874,-107.163614
456333,"456333-AA","s3_lk_39.935516_-111.63964","BIG EAST LAKE AB DAM 01",39.934303,-111.640221
456426,"456426-AA","s3_lk_39.93912_-111.642974","MCCLELLAN L 01",39.93879,-111.643562
451867,"451867-AA","s3_lk_39.9455388_-107.1992201","PARVIN LAKE",39.945095,-107.201176
361056,"361056-AB","s3_lk_39.9474864_-105.3574929","GROSS RESERVOIR DUP1",39.946557,-105.36999
452091,"452091-AA","s3_lk_39.9513889_-107.2611111","STAR LAKE IN FLAT TOPS WILDERNESS, CO",39.950891,-107.261697
452123,"452123-AB","s3_lk_39.9702548_-107.6472863","LAKE AVERY (BIG BEAVER RESERVOIR) NEAR MEEKER, CO",39.977168,-107.648513
451852,"451852-AA","s3_lk_39.9791477_-107.3478343","MARY LOCH",39.978388,-107.34665
455994,"455994-AA","s3_lk_39.990775_-112.387353","VERNON RES AB DAM 01",39.989282,-112.386442
452087,"452087-AA","s3_lk_40.0033333_-107.2983333","DORIS LAKE IN FLAT TOPS WILDERNESS, CO",40.002726,-107.298521
452204,"452204-AA","s3_lk_40.0274808_-107.3400566","MIRROR LAKE",40.027207,-107.339627
455748,"455748-AA","s3_lk_40.04857_-111.674646","SALEM POND SOUTH END 02",40.050787,-111.675944
455748,"455748-AA","s3_lk_40.05162_-111.676869","SALEM POND AB DAM SP01",40.050787,-111.675944
456169,"456169-BC","s3_lk_40.085228_-111.883829","UTAH LAKE GOSHEN BAY MIDWAY OFF MAIN POINT ON EAST SHORE",40.209271,-111.824282
456169,"456169-BC","s3_lk_40.157729_-111.791326","UTAH LAKE 1 MI NE OF LINCOLN POINT #03",40.209271,-111.824282
456169,"456169-BC","s3_lk_40.167735_-111.759651","UTAH LAKE 2.5 MI NE OF LINCOLN POINT #02",40.209271,-111.824282
456169,"456169-BC","s3_lk_40.169676_-111.871606","UTAH LAKE 3 MI WNW OF LINCOLN BEACH",40.209271,-111.824282
452593,"452593-AB","s3_lk_40.179129_-110.167927","L BOREHAM AB DAM 01",40.180593,-110.175396
456169,"456169-BC","s3_lk_40.188567_-111.731314","UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY",40.209271,-111.824282
360299,"360299-AA","s3_lk_40.1924853_-105.6694494","PIPIT LAKE IN ROCKY MOUNTAIN NATIONAL PARK",40.192414,-105.668755
456169,"456169-BC","s3_lk_40.209676_-111.852435","UTAH LAKE 5MI N/NW OF LINCOLN BEACH/ 1 MI OFFSHORE",40.209271,-111.824282
449544,"449544-AC","s3_lk_40.2100833_-105.8420833","SHADOW MOUNTAIN LAKE NEAR GRAND LAKE, CO.",40.231626,-105.835146
449544,"449544-AC","s3_lk_40.2252778_-105.8372222","SHADOW MOUNTAIN LAKE NEAR MIDLAKE NEAR GRAND LK, C",40.231626,-105.835146
456169,"456169-BC","s3_lk_40.231618_-111.805209","UTAH LAKE W OF PROVO BOAT HARBOR/6 MI N OF LINCOLN BEACH #08",40.209271,-111.824282
456169,"456169-BC","s3_lk_40.237173_-111.764647","UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR",40.209271,-111.824282
360826,"360826-AA","s3_lk_40.2402778_-105.6447222","SNOWBANK LAKE IN ROCKY MOUNTAIN NATIONAL PARK CO",40.240205,-105.644497
449544,"449544-AC","s3_lk_40.2402778_-105.8152778","GRAND LAKE, NR TOWN OF GRAND LK,SW PART OF LAKE",40.231626,-105.835146
449544,"449544-AC","s3_lk_40.2411111_-105.8044444","GRAND LAKE NR ADAMS TUNNEL W. PORTAL, GRAND LK, CO",40.231626,-105.835146
449544,"449544-AC","s3_lk_40.2433185_-105.8136222","GRAND LAKE AT GRAND LAKE, CO.",40.231626,-105.835146
449544,"449544-AC","s3_lk_40.2447222_-105.8255556",NA,40.231626,-105.835146
449544,"449544-AC","s3_lk_40.2486111_-105.8166667","GRAND LAKE, NR TOWN OF GRAND LAKE, NW SECTION",40.231626,-105.835146
456169,"456169-BC","s3_lk_40.250509_-111.834652","UTAH LAKE 1 MI SE OF PELICAN POINT #09",40.209271,-111.824282
452793,"452793-AA","s3_lk_40.254141_-109.697986","BROUGH RES AB DAM 01",40.255284,-109.699213
452793,"452793-AA","s3_lk_40.255793_-109.701529","BROUGH RES MIDLAKE 02",40.255284,-109.699213
360550,"360550-AA","s3_lk_40.2591513_-105.6027804","CHASM LAKE",40.258228,-105.604528
456169,"456169-BC","s3_lk_40.260231_-111.766871","UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16",40.209271,-111.824282
449438,"449438-AA","s3_lk_40.2644294_-105.7263964","LAKE NOKONI IN ROCKY MOUNTAIN NATIONAL PARK",40.263533,-105.728391
456169,"456169-BC","s3_lk_40.268283_-111.82993","UTAH LAKE 1 MI EAST OF PELICAN POINT",40.209271,-111.824282
456169,"456169-BC","s3_lk_40.268285_-111.837152","UTAH LAKE 0.7 MI EAST OF PELICAN POINT",40.209271,-111.824282
456169,"456169-BC","s3_lk_40.28801_-111.836595","UTAH LAKE 1 MI NE OF PELICAN POINT #10",40.209271,-111.824282
452436,"452436-AB","s3_lk_40.293853_-109.879586","BOTTLE HOLLOW RESERVOIR AB SOUTH OUTLET DAM 03",40.286454,-109.883928
452436,"452436-AB","s3_lk_40.296067_-109.870148","BOTTLE HOLLOW RESERVOIR MIDLAKE 01",40.286454,-109.883928
452436,"452436-AB","s3_lk_40.296068_-109.866536","BOTTLE HOLLOW RESERVOIR AB NORTH DAM 02",40.286454,-109.883928
361318,"361318-AA","s3_lk_40.3097067_-105.6569489","DREAM LAKE",40.309351,-105.65904
456169,"456169-BC","s3_lk_40.320785_-111.767708","UTAH LAKE 300 FT OFFSHORE FROM GENEVA STEEL",40.209271,-111.824282
456169,"456169-BC","s3_lk_40.320873_-111.777538",NA,40.209271,-111.824282
359517,"359517-AD","s3_lk_40.325_-105.2180556","CARTER RESERVOIR,SW OF LOVELAND,S END,MID-BASIN",40.335036,-105.218071
456169,"456169-BC","s3_lk_40.333565_-111.801593","UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14",40.209271,-111.824282
359517,"359517-AD","s3_lk_40.3358178_-105.2191528","CARTER RESERVOIR AT MIDDLE SITE",40.335036,-105.218071
456169,"456169-BC","s3_lk_40.342169_-111.871326","UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12",40.209271,-111.824282
452524,"452524-AA","s3_lk_40.346076_-109.362634","STEWART L WFMA OUTLET AB CNFL / GREEN R",40.352643,-109.360348
359517,"359517-AD","s3_lk_40.3480399_-105.2166526","CARTER RESERVOIR AT NORTH SITE",40.335036,-105.218071
456169,"456169-BC","s3_lk_40.348561_-111.840216","UTAH LAKE 4 MI E OF SARATOGA SPRINGS #11",40.209271,-111.824282
477842,"477842-AA","s1_lk_4030990_356072","Eagle",36.414951,-118.606688
452787,"452787-AA","s3_lk_40.355516_-109.811537","BULLOCK L AB DAM 01",40.355625,-109.816107
477314,"477314-AA","s1_lk_4031008_355075","Mosquito 5",36.415042,-118.617714
477847,"477847-AA","s1_lk_4031348_360361","Franklin",36.418537,-118.559066
477698,"477698-AA","s1_lk_4031634_363679","Little Claire",36.421557,-118.522023
476963,"476963-AA","s1_lk_4032066_355619","Mosquito 2",36.424321,-118.611823
477843,"477843-AA","s1_lk_4032909_355732","Mosquito 1",36.43166,-118.610797
476971,"476971-AA","s1_lk_4034322_360984","Amphitheatre",36.445497,-118.552468
477583,"477583-AA","s1_lk_4040434_386421","Lower Soldier",36.504335,-118.269332
456264,"456264-AK","s3_lk_40.409123_-111.523523","DEER CREEK RES AB DAM 01",40.443813,-111.492936
456264,"456264-AK","s3_lk_40.409676_-111.491859","DEER CREEK RES MIDLAKE UP WALLSBERG BAY OFF CREEK INLET 08",40.443813,-111.492936
456264,"456264-AK","s3_lk_40.411622_-111.483245",NA,40.443813,-111.492936
456264,"456264-AK","s3_lk_40.411902_-111.483247","DEER CREEK RES-SHORE AT SNOWS  06C",40.443813,-111.492936
456264,"456264-AK","s3_lk_40.412181_-111.483237","DEER CREEK RES - SHORE AT SNOWS 06D",40.443813,-111.492936
456264,"456264-AK","s3_lk_40.416065_-111.508242",NA,40.443813,-111.492936
456264,"456264-AK","s3_lk_40.416344_-111.508244","DEER CREEK RES - SHORE AT STATE PARK 05A",40.443813,-111.492936
476848,"476848-AA","s1_lk_4042321_385801","Primrose",36.521163,-118.276501
456264,"456264-AK","s3_lk_40.425238_-111.503796","DEER CREEK RES MIDLAKE 02",40.443813,-111.492936
456264,"456264-AK","s3_lk_40.425789_-111.509635","DEER CREEK RES - SHORE AT W CONTROL 04D",40.443813,-111.492936
456264,"456264-AK","s3_lk_40.42579_-111.509352","DEER CREEK RES - SHORE AT W CONTROL 04B",40.443813,-111.492936
